Timestamp,F3,AF3,F7,T7,P7,O1,O2,P8,T8,F8,AF4,FC6,F4,word_label
1.7809243202209473,-7,-3,-7,-11,-10,4,0,-14,-8,0,0,0,-1,sil
0.1175990104675293,4,47,7,44,4,38,13,-15,-17,12,32,-19,0,sil
14.60123610496521,-19,-15,-17,12,-18,17,-2,5,20,-8,-32,-21,-36,sil
5.71657133102417,-12,1,-14,-5,0,-9,-23,-23,-36,-6,0,-31,-29,sil
16.588024854660034,-28,-6,0,28,-6,21,-6,-5,10,0,-7,-4,-6,sil
1.5350666046142578,30,53,17,102,20,56,15,0,-29,-1,15,-18,1,sil
29.21760416030884,-7,-7,-30,0,-3,-14,1,-33,-13,-3,-13,-28,-8,sil
5.082050561904907,-5,12,8,24,0,24,-19,-9,6,22,-5,0,-16,sil
29.522879600524902,0,16,-6,42,5,5,1,2,3,-9,-8,-11,-21,sil
23.094815969467163,0,5,-22,-6,-19,-4,4,3,13,-1,9,4,11,sil
26.365007638931274,20,20,-4,17,-20,-48,-42,-55,-126,-56,-16,-53,-18,sil
15.69838261604309,5,22,0,29,9,-12,3,0,1,-3,0,0,-13,sil
28.805383682250977,-4,41,-20,52,21,33,33,20,9,-5,14,6,3,sil
4.389402627944946,14,-1,10,19,-8,-3,-6,-17,0,1,1,-15,1,sil
8.63378119468689,-56,-50,-55,104,-31,1,-12,21,-3,-45,-39,-32,-34,sil
3.944890975952149,-8,0,6,1,-14,-4,-3,-16,0,-6,-10,0,-5,sil
16.153122186660767,-5,-2,21,-34,-15,-75,-25,-1,-3,9,10,11,-2,sil
3.820302963256836,20,47,58,27,0,4,29,14,9,27,25,22,17,sil
0.5737249851226807,0,28,6,5,1,16,-14,-13,-20,-4,-8,-13,-30,goodbye
7.925051689147949,23,23,22,5,4,-8,-12,0,11,14,11,28,29,sil
19.671774864196777,-31,-38,-1,-34,-7,-106,-47,-37,-18,-12,-11,-20,-27,goodbye
25.75111603736877,-56,-55,-14,-8,-2,-36,-3,21,18,0,-25,-4,-40,sil
24.331934928894043,-20,-9,-11,-12,-3,0,1,0,-2,0,-5,-20,-17,sil
8.107027292251587,-40,-16,-54,-15,-25,2,-18,-39,-14,-9,-29,-59,-69,sil
23.87402081489563,4,11,-3,20,-3,25,-2,-20,-16,-2,-3,-30,4,sil
12.411685943603516,-7,-20,8,-29,-31,-22,-24,-38,-20,-16,-6,-29,-9,sil
3.1121180057525635,5,3,-14,14,0,11,7,0,0,-3,21,49,29,sil
12.73054313659668,-17,-7,11,-2,-7,-33,11,7,28,22,-6,30,2,sil
