F3_delta,F3_theta,F3_alpha,F3_beta,F3_gamma,AF3_delta,AF3_theta,AF3_alpha,AF3_beta,AF3_gamma,F7_delta,F7_theta,F7_alpha,F7_beta,F7_gamma,T7_delta,T7_theta,T7_alpha,T7_beta,T7_gamma,P7_delta,P7_theta,P7_alpha,P7_beta,P7_gamma,O1_delta,O1_theta,O1_alpha,O1_beta,O1_gamma,O2_delta,O2_theta,O2_alpha,O2_beta,O2_gamma,P8_delta,P8_theta,P8_alpha,P8_beta,P8_gamma,T8_delta,T8_theta,T8_alpha,T8_beta,T8_gamma,F8_delta,F8_theta,F8_alpha,F8_beta,F8_gamma,AF4_delta,AF4_theta,AF4_alpha,AF4_beta,AF4_gamma,FC6_delta,FC6_theta,FC6_alpha,FC6_beta,FC6_gamma,F4_delta,F4_theta,F4_alpha,F4_beta,F4_gamma
0.007718903661882264,0.20062930529828182,0.3978311135473884,0.18245735746241643,0.12187528372456609,0.005803305631000902,0.07444081930772767,0.15191887012047164,0.22612788223570457,0.44344176346322445,0.009940652949628908,0.2264915197256828,0.4515726292676516,0.14910910484020967,0.06391662995438926,0.01075581506648642,0.11990545149237385,0.09410421786457322,0.23290786813577025,0.4679565955542108,0.011120886475732648,0.24508477963422692,0.315575723124761,0.21520716166554035,0.11575366903345823,0.004957631658101658,0.05780914808181276,0.08955816121278413,0.18041191137463347,0.5731677303563866,0.006401937022884518,0.19566952610490806,0.33505996825440576,0.20173049287310546,0.1639685183093391,0.010199799195378827,0.2378695217617407,0.4040439221946543,0.18378490485978635,0.06558340832556978,0.011849051797287711,0.24209190917788512,0.34607854079105815,0.19200191031047917,0.10986433194668616,0.022010734913369735,0.24079081198994526,0.33156406098352526,0.19960399127359676,0.1047966655843841,0.009204527751125284,0.21605486243034316,0.35747491009346116,0.19648167405452321,0.12546256661038308,0.010111329207996976,0.26036021945411175,0.36925801883822057,0.1860371979177573,0.07923231576037476,0.010711776010535903,0.2429519613608476,0.3877191658742692,0.19296236593043747,0.07407856924916448
