F3_delta,F3_theta,F3_alpha,F3_beta,F3_gamma,AF3_delta,AF3_theta,AF3_alpha,AF3_beta,AF3_gamma,F7_delta,F7_theta,F7_alpha,F7_beta,F7_gamma,T7_delta,T7_theta,T7_alpha,T7_beta,T7_gamma,P7_delta,P7_theta,P7_alpha,P7_beta,P7_gamma,O1_delta,O1_theta,O1_alpha,O1_beta,O1_gamma,O2_delta,O2_theta,O2_alpha,O2_beta,O2_gamma,P8_delta,P8_theta,P8_alpha,P8_beta,P8_gamma,T8_delta,T8_theta,T8_alpha,T8_beta,T8_gamma,F8_delta,F8_theta,F8_alpha,F8_beta,F8_gamma,AF4_delta,AF4_theta,AF4_alpha,AF4_beta,AF4_gamma,FC6_delta,FC6_theta,FC6_alpha,FC6_beta,FC6_gamma,F4_delta,F4_theta,F4_alpha,F4_beta,F4_gamma
0.0035273963638606455,0.23261427114930402,0.41582031337753267,0.16364801845825602,0.09982084031854536,0.0009653697256372869,0.06275771996023226,0.14143707456252974,0.25259289296619025,0.4619893278736806,0.00513888430487684,0.24827463333076297,0.46854764846015967,0.1334205222798816,0.05243932048545233,0.013172629379419336,0.3946570350511834,0.17126973097557044,0.1771090563294759,0.17436379315221964,0.004429229461647833,0.2533306399601954,0.30893317472042375,0.21027686090244052,0.13708798612357728,0.0008841547125529137,0.0617262867467459,0.1023385191134378,0.19495837757256054,0.5756406345440902,0.0024647747763830922,0.2044833687220071,0.36314689608008666,0.19603359966792697,0.14525578311732346,0.003725799741853109,0.2750663783395146,0.4247155821185833,0.15776640375242368,0.048842145626108634,0.004569025486401499,0.29068239960640313,0.3629728144763793,0.16502488516401737,0.08529805391487644,0.008981562125649926,0.3137411454333442,0.35372008689516526,0.1652331222422627,0.07097043231783745,0.004470827715296213,0.25472960267271777,0.374663306894323,0.1753879631873615,0.10181066584506403,0.004658882394857383,0.29025830361042104,0.389707527648082,0.1653167790330617,0.06097332092711229,0.004070512890192228,0.2799553177804939,0.4028473056981027,0.1721784372090212,0.056605752627834634
