F3_delta,F3_theta,F3_alpha,F3_beta,F3_gamma,FC5_delta,FC5_theta,FC5_alpha,FC5_beta,FC5_gamma,AF3_delta,AF3_theta,AF3_alpha,AF3_beta,AF3_gamma,F7_delta,F7_theta,F7_alpha,F7_beta,F7_gamma,T7_delta,T7_theta,T7_alpha,T7_beta,T7_gamma,P7_delta,P7_theta,P7_alpha,P7_beta,P7_gamma,O1_delta,O1_theta,O1_alpha,O1_beta,O1_gamma,O2_delta,O2_theta,O2_alpha,O2_beta,O2_gamma,P8_delta,P8_theta,P8_alpha,P8_beta,P8_gamma,T8_delta,T8_theta,T8_alpha,T8_beta,T8_gamma,F8_delta,F8_theta,F8_alpha,F8_beta,F8_gamma,AF4_delta,AF4_theta,AF4_alpha,AF4_beta,AF4_gamma,FC6_delta,FC6_theta,FC6_alpha,FC6_beta,FC6_gamma,F4_delta,F4_theta,F4_alpha,F4_beta,F4_gamma
0.013471777451287208,0.2280424608068444,0.23278518023461328,0.20711369887683898,0.22676574988408799,0.012911069180718274,0.18788622190660537,0.2399997786299367,0.2482181055775317,0.22052021639324282,0.030794970188944563,0.2605187867576344,0.3173671904651629,0.20528082374387432,0.09206627616086165,0.013751970479911942,0.2057799092986528,0.2773277887971035,0.25965959468875827,0.1483587093831565,0.011876648088339006,0.23568994052817857,0.20114288651075954,0.2917976827626042,0.17303867831736894,0.015202728067844359,0.23155264600264813,0.13835939051604812,0.24606720946577404,0.2792296581565112,0.01397383445659092,0.215447595834665,0.2505870351128017,0.2660254217339469,0.16046897410387032,0.00797435793418764,0.10758939418846719,0.19071281498312304,0.26719376471778,0.3272446866214494,0.009431853215290326,0.1537987951139703,0.20331776846594862,0.2214562619625214,0.31814485813297305,0.011550242856932635,0.19250206831668262,0.2591414868666164,0.2860673952515654,0.15646560546259874,0.017516067983496687,0.23131189095168767,0.2526644550291217,0.26196374920200627,0.1429270556179333,0.008714660651549747,0.12314678921357787,0.18517044302512373,0.20695399103374965,0.3918027216842979,0.008660697400153121,0.08138495266146052,0.14387373768421374,0.30690985439749546,0.3488440604448665,0.011590967462216403,0.2127965058059475,0.29912994888200983,0.2593725740617271,0.1216937387975164
