Timestamp,F3,FC5,AF3,F7,T7,P7,O1,O2,P8,T8,F8,AF4,FC6,F4,word_label
17.88968777656555,-13,-23,-12,-43,-16,4,5,11,7,9,-10,-6,-5,-1,please
17.88968777656555,-2,-4,-13,-8,0,6,4,3,20,14,0,-2,5,0,please
17.90574288368225,-2,-5,-13,0,5,5,-1,-2,8,-5,-22,-14,-8,0,please
17.90574288368225,0,-7,-1,-20,-7,-12,-19,-2,-9,-20,-31,-17,-15,0,please
17.921825647354126,13,2,-2,-14,-2,-25,-29,-13,-5,-9,-2,-7,4,-2,please
17.921825647354126,11,1,-9,-6,8,-16,-28,-17,-9,-9,0,-7,7,-7,please
17.937942028045654,-1,-8,-10,-20,1,-10,-20,-10,-15,-12,-12,-9,-1,-4,please
17.937942028045654,3,-3,-17,-18,-1,-17,-6,-1,4,0,0,0,12,3,please
17.953035593032837,21,21,4,5,8,-16,-5,6,8,3,12,7,19,7,please
17.953035593032837,27,36,42,31,23,0,-1,2,0,2,12,5,9,8,please
17.968400955200195,15,24,30,33,24,18,19,0,5,17,20,9,12,15,please
17.968400955200195,-1,2,11,14,10,18,26,7,8,17,14,11,9,11,please
17.98402762413025,-7,-7,0,12,4,11,19,1,10,11,3,-6,-1,0,please
17.98402762413025,-2,-12,-10,14,1,8,8,-7,21,9,4,-8,0,3,please
17.99986743927002,8,-8,15,-2,-12,7,-3,8,15,0,16,29,12,17,please
17.99986743927002,13,0,27,-11,-17,-3,-10,6,0,-5,34,49,17,5,please
18.01496696472168,0,3,2,-2,-9,-21,-25,-18,-18,-17,33,33,7,-16,please
18.01496696472168,2,12,11,7,-5,-20,-32,-12,-32,-32,26,33,1,-8,please
18.030540943145752,18,27,36,24,2,-2,-9,4,-26,-18,34,40,7,3,please
18.030540943145752,5,22,25,32,13,10,7,0,-19,-1,19,13,-3,-12,please
18.046318531036377,-14,0,1,22,9,14,12,-2,-14,-8,-13,-17,-26,-20,please
18.046318531036377,-14,-13,-7,4,-7,6,17,4,-2,-6,-17,-16,-20,-4,please
18.06169605255127,-9,-2,-6,1,-11,-2,17,3,2,15,-10,-7,-5,3,please
18.06169605255127,-5,18,2,24,8,3,13,-1,0,19,-11,-10,-7,3,please
18.07684779167176,-4,13,-4,24,16,19,13,0,5,3,-13,-19,-10,4,please
18.07684779167176,-16,-13,-31,-17,-5,12,4,7,19,3,-27,-27,-5,0,please
18.09843707084656,-16,-20,-31,-36,-15,-5,-5,2,19,4,-33,-27,-2,0,please
18.09843707084656,0,-10,-15,-18,-4,-2,4,-2,13,3,-20,-19,-1,10,please
18.09843707084656,0,-12,-22,-21,-1,9,16,4,13,12,-22,-21,-2,5,please
18.10745906829834,-15,-24,-27,-41,-8,5,0,3,0,5,-37,-26,-11,-8,please
18.122610807418823,-18,-28,-23,-41,-5,-5,-17,-1,-9,-6,-31,-21,-12,-10,please
18.122610807418823,-5,-14,-15,-18,3,-6,-10,5,9,7,-5,-7,2,-3,please
18.138272047042847,15,3,0,0,4,-5,-4,10,28,17,9,7,16,5,please
18.138272047042847,24,4,21,-2,-6,-13,-14,9,16,0,15,21,19,17,please
